,MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6000,4.0368,33.0,5.308457711442786,0.9651741293532339,600.0,2.985074626865672,34.08,-117.75,1.391
6001,4.2143,36.0,5.677064220183486,1.0201834862385322,1672.0,3.067889908256881,34.09,-117.75,1.469
6002,2.9388,37.0,4.335249042145594,0.9616858237547893,1677.0,3.2126436781609193,34.08,-117.76,1.392
6003,6.0434,27.0,7.1606280193236715,1.1256038647342994,2817.0,3.402173913043478,34.08,-117.77,2.148
6004,2.8661,36.0,4.645468998410175,1.0365659777424483,2392.0,3.8028616852146264,34.07,-117.77,1.24
6005,3.0638,29.0,4.701421800947867,1.0458135860979463,2452.0,3.873617693522907,34.07,-117.77,1.136
6006,2.63,52.0,4.513119533527697,1.0145772594752187,1131.0,3.2973760932944605,34.07,-117.75,1.273
6007,2.3156,51.0,3.963917525773196,1.0154639175257731,1173.0,3.0231958762886597,34.07,-117.76,1.098
6008,2.8594,48.0,5.307339449541284,1.1330275229357798,677.0,3.1055045871559632,34.07,-117.76,1.272
6009,1.9937,33.0,3.8792372881355934,1.0296610169491525,1625.0,3.4427966101694913,34.06,-117.76,1.036
6010,1.9583,47.0,5.906976744186046,1.255813953488372,384.0,4.465116279069767,34.06,-117.76,0.926
6011,1.9766,27.0,3.685279187817259,1.0642978003384094,2379.0,4.025380710659898,34.06,-117.77,1.08
6012,3.9784,18.0,4.718954248366013,1.0091503267973856,2899.0,3.7895424836601306,34.07,-117.78,1.135
6013,2.2258,25.0,3.581589958158996,1.0271966527196652,1807.0,3.780334728033473,34.06,-117.78,1.148
6014,3.7583,33.0,5.627906976744186,1.106312292358804,1689.0,5.6112956810631225,34.07,-117.79,1.163
6015,3.7933,34.0,5.327868852459017,1.0491803278688525,870.0,4.754098360655738,34.07,-117.79,1.161
6016,2.4464,33.0,3.52,0.9066666666666666,964.0,3.2133333333333334,34.06,-117.78,1.287
6017,3.9224,39.0,5.332727272727273,1.0727272727272728,1886.0,3.429090909090909,34.05,-117.78,1.313
6018,4.1118,5.0,4.99009900990099,1.295929592959296,2485.0,2.7337733773377337,34.05,-117.8,1.259
6019,3.6298,34.0,4.2896825396825395,0.8134920634920635,1325.0,5.257936507936508,34.06,-117.8,1.085
6020,3.1641,21.0,4.833333333333333,1.1067146282973621,2558.0,3.067146282973621,34.05,-117.82,1.173
6021,2.227,30.0,3.7037037037037037,1.0980392156862746,1719.0,3.7450980392156863,34.06,-117.76,0.919
6022,1.9029,36.0,3.721227621483376,1.0473145780051152,3055.0,3.9066496163682864,34.05,-117.76,0.98
6023,1.6645,35.0,4.144230769230769,1.0865384615384615,1494.0,4.788461538461538,34.05,-117.75,0.933
6024,2.3859,36.0,4.075371549893843,1.0658174097664543,4711.0,5.001061571125265,34.05,-117.76,1.162
6025,3.4398,35.0,5.505119453924915,1.0170648464163823,911.0,3.1092150170648463,34.08,-117.74,1.343
6026,3.0294,42.0,4.919449901768173,1.0864440078585462,1550.0,3.045186640471513,34.07,-117.74,1.357
6027,2.8983,48.0,4.4489051094890515,1.0930656934306568,1508.0,2.7518248175182483,34.06,-117.74,1.292
6028,4.2415,52.0,5.695121951219512,0.9634146341463414,947.0,2.8871951219512195,34.07,-117.74,1.401
6029,5.2269,52.0,6.269607843137255,1.0441176470588236,444.0,2.176470588235294,34.07,-117.75,1.61
6030,1.6006,52.0,4.427083333333333,1.0173611111111112,1246.0,2.1631944444444446,34.07,-117.75,1.462
6031,3.2481,34.0,5.528225806451613,0.9899193548387096,1761.0,3.5504032258064515,34.08,-117.72,1.288
6032,3.7321,33.0,5.616438356164384,1.0136986301369864,2580.0,3.5342465753424657,34.07,-117.72,1.342
6033,3.8438,28.0,5.422431865828092,1.120545073375262,3502.0,3.6708595387840672,34.08,-117.73,1.308
6034,4.1339,34.0,5.320158102766799,0.9552042160737813,2716.0,3.578392621870883,34.07,-117.73,1.35
6035,1.9643,32.0,3.882249560632689,1.149384885764499,1718.0,3.0193321616871707,34.06,-117.72,1.132
6036,3.1786,34.0,2.8907563025210083,0.907563025210084,315.0,2.6470588235294117,34.06,-117.73,1.178
6037,1.4063,51.0,4.446428571428571,1.0267857142857142,368.0,3.2857142857142856,34.06,-117.73,0.988
