MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.6848,33.0,4.819875776397516,0.9565217391304348,2288.0,2.8422360248447207,32.74,-117.04,1.407
1.8594,12.0,3.755403868031854,1.0955631399317407,2000.0,2.2753128555176336,32.74,-117.02,1.192
1.7179,5.0,3.796833773087071,1.0356200527704484,1727.0,2.278364116094987,32.74,-117.04,1.32
3.5192,36.0,5.85969387755102,1.066326530612245,1070.0,2.729591836734694,32.75,-117.04,1.44
2.8306,29.0,4.713798977853492,1.0425894378194207,1437.0,2.4480408858603067,32.75,-117.05,1.429
2.7014,43.0,5.113095238095238,1.0238095238095237,826.0,2.4583333333333335,32.75,-117.05,1.337
2.875,34.0,4.235849056603773,1.009433962264151,918.0,2.1650943396226414,32.77,-117.03,1.612
1.0278,15.0,3.6932515337423313,1.0,543.0,1.665644171779141,32.76,-117.02,1.542
3.11,40.0,5.368085106382979,1.0382978723404255,976.0,2.076595744680851,32.76,-117.02,1.857
5.2835,33.0,5.928057553956834,0.9658273381294964,1345.0,2.4190647482014387,32.75,-117.02,2.171
3.0897,24.0,5.136245110821382,1.0788787483702738,3898.0,2.5410691003911343,32.75,-117.03,1.873
2.734,26.0,4.2207920792079205,1.0267326732673268,2199.0,2.1772277227722774,32.77,-117.04,1.489
3.141,43.0,5.0736,1.064,1534.0,2.4544,32.76,-117.04,1.414
3.6625,37.0,5.601607347876005,1.0401836969001148,2076.0,2.383467278989667,32.76,-117.05,1.548
3.7368,37.0,5.281914893617022,0.9875886524822695,1285.0,2.278368794326241,32.76,-117.04,1.522
2.9624,16.0,4.414079822616408,1.0426829268292683,3769.0,2.0892461197339247,32.77,-117.04,1.447
2.3393,19.0,3.6070359281437128,1.1167664670658684,2572.0,1.9251497005988023,32.77,-117.03,1.182
4.7941,37.0,6.166666666666667,0.9270833333333334,529.0,2.7552083333333335,32.78,-117.05,1.617
2.5707,17.0,3.5660377358490565,1.0527000650618088,2957.0,1.9238776837996097,32.78,-117.03,1.713
3.3675,33.0,4.84144645340751,0.9847009735744089,1726.0,2.400556328233658,32.78,-117.02,1.582
4.2992,31.0,6.113695090439276,0.9896640826873385,1077.0,2.7829457364341086,32.79,-117.03,1.744
2.7006,17.0,4.499388004895961,1.039779681762546,3331.0,2.0385556915544676,32.79,-117.03,1.663
2.8125,30.0,4.668393782383419,1.038860103626943,776.0,2.010362694300518,32.77,-117.0,1.735
2.8594,22.0,4.715214564369311,1.071521456436931,1800.0,2.340702210663199,32.76,-117.01,1.896
4.0549,34.0,5.758853288364249,1.0252951096121417,1464.0,2.4688026981450255,32.76,-117.01,2.237
2.9,24.0,4.4019047619047615,1.020952380952381,1005.0,1.9142857142857144,32.77,-117.01,1.852
2.6678,34.0,5.076219512195122,1.1021341463414633,1592.0,2.426829268292683,32.77,-117.01,1.642
3.0179,43.0,4.06280193236715,0.927536231884058,496.0,2.396135265700483,32.77,-117.01,1.493
3.4421,31.0,4.725907384230288,1.0200250312891115,1886.0,2.360450563204005,32.79,-117.01,1.553
2.9896,20.0,4.518134715025907,1.0310880829015545,1532.0,2.64594127806563,32.78,-117.01,2.356
3.4659,31.0,5.144288577154309,1.0160320641282565,1198.0,2.400801603206413,32.78,-117.02,1.63
4.0491,36.0,6.720364741641338,1.1671732522796352,868.0,2.6382978723404253,32.79,-117.02,1.479
4.0658,33.0,6.095717884130982,0.9899244332493703,1003.0,2.526448362720403,32.79,-116.99,1.651
3.744,26.0,5.415545590433482,1.0508221225710015,1609.0,2.4050822122571,32.79,-116.99,1.658
5.4333,29.0,7.233766233766234,1.0584415584415585,385.0,2.5,32.78,-116.99,2.228
3.4773,31.0,4.611898016997167,1.028328611898017,1595.0,2.2592067988668556,32.79,-117.0,1.558
6.1103,35.0,7.438709677419355,1.0774193548387097,828.0,2.670967741935484,32.77,-116.99,3.016
8.093,29.0,7.995505617977528,1.0044943820224719,1097.0,2.465168539325843,32.77,-116.98,3.796
4.3977,31.0,7.441520467836257,1.090643274853801,956.0,2.7953216374269005,32.76,-117.0,2.268
5.5,35.0,6.60625,0.990625,881.0,2.753125,32.77,-117.0,2.414
3.3906,33.0,5.695550351288056,1.0374707259953162,1147.0,2.6861826697892273,32.78,-116.95,1.381
2.1638,26.0,4.839655172413793,1.0862068965517242,1785.0,3.0775862068965516,32.78,-116.96,1.328
4.7943,26.0,6.418168709444845,1.0187454938716656,3941.0,2.841384282624369,32.78,-116.97,2.269
4.4306,21.0,5.904225352112676,1.0591549295774647,2101.0,2.9591549295774646,32.78,-116.92,1.591
7.5,15.0,8.579281183932347,1.080338266384778,1580.0,3.3403805496828753,32.78,-116.91,3.164
6.6783,16.0,6.456876456876457,0.9463869463869464,1269.0,2.958041958041958,32.77,-116.92,2.75
6.2609,8.0,7.468879668049793,1.020746887966805,1421.0,2.9481327800829877,32.77,-116.9,3.071
6.2552,20.0,7.7313769751693,1.0112866817155757,1489.0,3.36117381489842,32.78,-116.95,2.964
6.3191,25.0,7.990338164251208,1.0169082125603865,1201.0,2.9009661835748792,32.77,-116.95,3.034
3.434,17.0,5.352941176470588,1.0485590209238058,6990.0,2.759573628108962,32.78,-116.94,1.932
3.6445,17.0,5.84,1.0620689655172413,2191.0,3.0220689655172412,32.83,-116.85,1.976
4.2014,35.0,5.782608695652174,1.1106719367588933,1590.0,3.142292490118577,32.81,-116.88,1.432
4.875,19.0,6.024137931034483,1.0034482758620689,848.0,2.924137931034483,32.8,-116.86,1.872
5.4288,6.0,6.50625,1.03125,1513.0,3.152083333333333,32.83,-116.83,1.678
4.8125,18.0,5.992405063291139,1.0177215189873419,1021.0,2.5848101265822785,32.81,-116.83,2.105
4.5224,24.0,5.450268817204301,0.9973118279569892,2123.0,2.853494623655914,32.79,-116.92,1.42
3.0927,23.0,4.791181364392679,1.0465890183028286,3108.0,2.5856905158069883,32.79,-116.93,1.406
5.6846,32.0,6.654109589041096,0.9828767123287672,1081.0,3.702054794520548,32.8,-116.91,2.088
6.7685,21.0,8.452914798206278,1.100896860986547,1410.0,3.1614349775784754,32.79,-116.9,2.947
1.8937,21.0,3.7345299952763344,1.0826641473783656,4868.0,2.2994803967879074,32.8,-116.94,1.098
3.0192,19.0,4.9178885630498534,1.0249266862170088,1948.0,2.8563049853372435,32.79,-116.93,1.423
2.0326,19.0,3.9211703958691912,1.0647160068846815,7178.0,2.4709122203098106,32.79,-116.95,1.232
1.3291,16.0,3.8318670576735094,1.0694037145650048,2612.0,2.5532746823069403,32.8,-116.96,1.208
2.6087,19.0,4.365747460087083,1.0058055152394776,2341.0,3.397677793904209,32.79,-116.96,1.238
2.6324,35.0,4.173745173745174,1.027027027027027,691.0,2.667953667953668,32.79,-116.96,1.337
1.8357,24.0,3.8771384136858478,1.077760497667185,1420.0,2.208398133748056,32.8,-116.96,1.042
1.9893,19.0,4.083499005964215,1.0944333996023856,2971.0,2.9532803180914513,32.79,-116.97,1.125
2.3221,17.0,4.2465531224655315,1.0746147607461476,3308.0,2.682887266828873,32.79,-116.96,1.388
3.7019,37.0,4.514388489208633,0.8561151079136691,671.0,2.4136690647482015,32.78,-116.97,1.386
2.9784,35.0,4.524390243902439,0.959349593495935,681.0,2.768292682926829,32.78,-116.97,1.364
2.6635,32.0,4.155629139072848,1.119205298013245,782.0,2.589403973509934,32.79,-116.97,1.136
3.8667,32.0,6.280936454849498,1.1070234113712374,1611.0,2.6939799331103678,32.79,-116.98,1.897
3.963,28.0,5.427893738140417,0.976280834914611,2672.0,2.5351043643263758,32.8,-116.98,1.644
5.2907,34.0,6.50711743772242,0.9572953736654805,1513.0,2.692170818505338,32.8,-116.99,1.958
4.5662,33.0,5.746835443037975,1.0284810126582278,768.0,2.430379746835443,32.8,-117.0,1.503
3.0189,29.0,5.557065217391305,1.0815217391304348,912.0,2.4782608695652173,32.8,-117.0,1.441
4.2386,25.0,6.010840108401084,1.02710027100271,1997.0,2.705962059620596,32.81,-116.99,2.01
6.2787,18.0,7.307128580946036,1.0133244503664225,4439.0,2.9573617588274486,32.81,-116.99,2.5
2.6458,23.0,4.382352941176471,0.9411764705882353,101.0,2.9705882352941178,32.83,-116.97,1.125
2.1422,19.0,3.7995169082125604,1.1376811594202898,844.0,2.0386473429951693,32.81,-116.97,1.25
2.4367,15.0,4.019447287615148,1.0419651995905834,2204.0,2.255885363357216,32.8,-116.97,1.114
2.8175,22.0,4.330964467005076,1.0253807106598984,2766.0,2.8081218274111674,32.81,-116.94,1.352
2.4141,28.0,4.327169274537695,1.0369843527738265,1964.0,2.793741109530583,32.8,-116.94,1.375
2.065,19.0,4.3273415326395455,1.0898770104068118,3045.0,2.880794701986755,32.8,-116.96,1.241
3.369,25.0,4.610512129380054,1.082210242587601,1681.0,2.265498652291105,32.8,-116.96,1.344
5.0118,34.0,6.25886524822695,1.0070921985815602,772.0,2.7375886524822697,32.82,-116.92,1.653
3.3669,23.0,5.091603053435114,1.0076335877862594,1510.0,2.881679389312977,32.81,-116.92,1.589
4.2586,26.0,5.750696378830083,0.9944289693593314,1820.0,2.534818941504178,32.82,-116.93,1.71
5.4834,22.0,6.622324159021407,0.9740061162079511,1952.0,2.984709480122324,32.81,-116.91,2.32
3.5586,33.0,5.580882352941177,0.9852941176470589,857.0,3.150735294117647,32.8,-116.92,1.604
1.6686,17.0,3.893175074183976,1.1691394658753709,836.0,2.4807121661721068,32.81,-116.92,1.125
2.0685,19.0,3.9893162393162394,1.1495726495726495,1219.0,2.6047008547008548,32.8,-116.93,1.3
2.6429,18.0,5.184322033898305,0.9872881355932204,1573.0,3.332627118644068,32.81,-116.93,1.254
2.9161,19.0,4.86080586080586,0.9688644688644689,2852.0,2.6117216117216118,32.82,-116.95,1.357
2.5949,12.0,4.385895404120443,1.1362916006339143,3112.0,2.4659270998415215,32.82,-116.95,1.083
3.1106,31.0,5.3881856540084385,1.2362869198312236,698.0,2.9451476793248945,32.81,-116.95,1.477
2.9097,8.0,3.817014446227929,1.0240770465489566,1410.0,2.263242375601926,32.81,-116.96,1.525
3.2411,35.0,5.908163265306122,0.9693877551020408,826.0,2.8095238095238093,32.82,-116.94,1.592
2.136,8.0,4.106035889070147,1.030995106035889,1686.0,2.7504078303425774,32.81,-116.94,1.435
2.543,15.0,4.877094972067039,1.1154562383612663,1513.0,2.817504655493482,32.81,-116.95,1.0
3.8024,18.0,5.105882352941176,0.9949579831932773,1904.0,3.2,32.82,-116.95,1.449
2.949,17.0,4.832365747460087,1.0174165457184325,3183.0,2.3098693759071116,32.83,-116.97,1.173
3.1979,20.0,5.186676994577847,1.027110766847405,3687.0,2.8559256390395045,32.83,-116.99,1.546
4.0931,32.0,5.496835443037975,1.001054852320675,3025.0,3.190928270042194,32.85,-116.99,1.342
4.0882,12.0,5.36036036036036,1.0705705705705706,3321.0,4.986486486486487,32.85,-116.98,1.345
3.3067,17.0,4.849181360201511,1.0327455919395465,7302.0,2.2991183879093198,32.83,-117.01,1.219
3.1023,23.0,5.161375661375661,1.0449735449735449,901.0,2.3835978835978837,32.84,-117.01,1.433
5.131,17.0,6.071104387291982,1.0181543116490166,2263.0,3.4236006051437218,32.84,-117.02,1.483
4.1716,11.0,5.472144063027574,1.0106921778277997,5247.0,2.952729319077096,32.85,-116.96,1.661
4.4347,14.0,6.0914512922465205,0.9860834990059643,1681.0,3.341948310139165,32.86,-116.96,1.603
4.8286,17.0,6.518672199170124,1.0235131396957122,2531.0,3.500691562932227,32.87,-116.96,1.585
4.3952,12.0,5.860688550840672,1.0240192153722978,4048.0,3.2409927942353884,32.88,-116.98,1.517
4.7717,19.0,6.008498583569405,0.9660056657223796,1236.0,3.501416430594901,32.86,-116.98,1.532
4.0693,16.0,5.536585365853658,1.0208034433285509,4383.0,3.144189383070301,32.86,-116.98,1.464
4.4904,18.0,6.003120124804992,1.0291211648465939,6296.0,3.2740509620384817,32.87,-117.0,1.504
5.4903,23.0,6.013921113689095,0.9605568445475638,1401.0,3.2505800464037122,32.85,-117.01,1.514
5.282,24.0,5.918495297805642,1.0,950.0,2.9780564263322886,32.85,-117.0,1.408
3.3081,14.0,5.365195027861123,1.0741534504929275,6389.0,2.738534076296614,32.83,-116.95,1.687
3.4286,31.0,5.658008658008658,1.0606060606060606,752.0,3.2554112554112553,32.84,-116.95,1.294
2.5388,15.0,3.8871733966745845,1.0629453681710215,1872.0,2.223277909738717,32.85,-116.93,1.19
3.1142,5.0,4.548066298342541,1.0939226519337018,2770.0,3.0607734806629834,32.85,-116.93,1.5
4.7578,31.0,5.671052631578948,1.0175438596491229,599.0,2.6271929824561404,32.85,-116.94,1.61
4.5278,32.0,6.133587786259542,0.9656488549618321,778.0,2.969465648854962,32.84,-116.94,1.663
3.7831,38.0,5.595394736842105,1.042763157894737,872.0,2.8684210526315788,32.83,-116.94,1.478
5.0733,9.0,5.920388349514563,0.9145631067961165,1527.0,2.9650485436893206,32.86,-116.88,1.966
5.0524,17.0,6.879003558718861,1.092526690391459,2630.0,3.1198102016607354,32.87,-116.86,2.854
3.2516,16.0,5.064777327935222,1.0769230769230769,1211.0,2.451417004048583,32.86,-116.84,2.021
2.8906,16.0,5.413043478260869,1.0341614906832297,652.0,2.0248447204968945,32.85,-116.89,1.583
4.3818,14.0,5.291666666666667,1.0364583333333333,1690.0,2.9340277777777777,32.87,-116.91,1.471
2.5365,10.0,4.873517786561265,1.1040843214756257,2310.0,3.0434782608695654,32.86,-116.91,1.395
3.6898,15.0,5.98292220113852,1.191650853889943,1633.0,3.098671726755218,32.86,-116.91,1.31
2.3693,11.0,4.434607645875252,1.0422535211267605,1472.0,2.9617706237424546,32.86,-116.92,1.27
3.944,19.0,5.968565815324165,1.0392927308447937,1463.0,2.8742632612966603,32.83,-116.93,1.725
2.3203,21.0,4.439446366782007,0.9619377162629758,684.0,2.366782006920415,32.83,-116.93,1.635
2.8875,17.0,5.676537585421412,1.1252847380410023,1278.0,2.9111617312072893,32.82,-116.92,1.557
4.0625,23.0,5.180451127819549,1.0112781954887218,767.0,2.8834586466165413,32.85,-116.92,1.45
4.6674,16.0,5.722154222766218,1.0208078335373316,2188.0,2.6780905752753976,32.84,-116.92,1.78
4.105,16.0,6.035962877030163,1.0417633410672853,2515.0,2.917633410672854,32.83,-116.91,1.744
4.0048,16.0,5.987096774193549,1.0064516129032257,1458.0,3.1354838709677417,32.82,-116.92,1.846
4.5096,21.0,5.956958393113343,1.0086083213773314,2255.0,3.235294117647059,32.85,-116.91,1.595
5.1185,15.0,6.2020905923344944,1.0331010452961673,1757.0,3.0609756097560976,32.85,-116.89,1.853
2.7069,18.0,5.065918653576437,1.0336605890603086,1864.0,2.6143057503506313,32.84,-116.9,1.538
5.0201,18.0,5.601336302895323,0.9866369710467706,1442.0,3.2115812917594653,32.82,-116.89,1.544
4.0873,18.0,5.452781371280724,1.0478654592496766,2104.0,2.721862871927555,32.84,-116.9,1.469
3.8073,14.0,5.111111111111111,1.0956072351421189,1085.0,2.8036175710594313,32.82,-116.91,1.701
5.3008,16.0,6.1062124248497,0.9919839679358717,1507.0,3.0200400801603204,32.9,-116.96,1.865
5.2542,24.0,6.830645161290323,1.0241935483870968,1078.0,2.8978494623655915,32.89,-116.94,2.278
5.2614,24.0,5.995753715498938,0.9363057324840764,1480.0,3.142250530785563,32.87,-116.94,1.772
3.6027,17.0,6.162251655629139,1.109271523178808,1561.0,2.584437086092715,32.87,-116.93,2.119
4.0806,19.0,5.9423076923076925,1.0615384615384615,1621.0,3.1173076923076923,32.9,-116.9,1.892
3.1607,20.0,6.161849710982659,1.2658959537572254,536.0,3.098265895953757,32.92,-116.84,1.193
4.625,19.0,6.155709342560554,1.0173010380622838,1439.0,2.48961937716263,33.01,-117.05,2.111
10.6186,17.0,7.92147806004619,0.9815242494226328,1468.0,3.3903002309468824,33.01,-117.05,4.293
8.4721,28.0,9.505154639175258,1.1030927835051547,314.0,3.2371134020618557,33.01,-117.04,3.423
7.7569,6.0,7.972727272727273,1.0298701298701298,2693.0,3.4974025974025973,33.0,-117.03,3.874
6.6012,6.0,7.465098039215686,1.112156862745098,4413.0,3.461176470588235,32.99,-117.04,3.149
6.0226,16.0,6.901554404145077,1.0155440414507773,640.0,3.316062176165803,32.98,-117.04,1.929
6.2683,16.0,5.882882882882883,0.8828828828828829,713.0,3.2117117117117115,32.99,-117.06,1.807
