MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.5408,3.0,8.493150684931507,1.0342465753424657,519.0,3.5547945205479454,33.93,-117.57,2.719
5.9333,17.0,6.917748917748917,0.961038961038961,1581.0,3.4220779220779223,33.95,-117.55,2.294
5.4872,7.0,6.774685222001326,0.9880715705765407,5205.0,3.4493041749502984,33.91,-117.59,2.034
3.5525,7.0,5.273611111111111,1.1805555555555556,2369.0,3.290277777777778,33.9,-117.57,1.376
2.3417,16.0,3.9375,1.0511363636363635,365.0,2.0738636363636362,33.89,-117.56,1.917
5.6973,25.0,6.548034934497816,0.9585152838427947,1396.0,3.0480349344978164,33.89,-117.55,1.648
5.1695,2.0,7.299228583028826,1.3061307348761673,7305.0,2.9658952496954933,33.89,-117.52,2.208
7.2379,15.0,6.472222222222222,0.9409722222222222,1006.0,3.4930555555555554,33.91,-117.6,2.51
4.1865,25.0,6.03139534883721,1.086046511627907,2725.0,3.1686046511627906,33.93,-117.55,1.543
4.8167,24.0,5.514734774066798,0.9842829076620825,1653.0,3.2475442043222005,33.92,-117.55,1.633
3.4459,21.0,5.990228013029316,1.0553745928338762,871.0,2.8371335504885993,33.9,-117.55,1.988
6.1561,12.0,10.043859649122806,1.3991228070175439,728.0,3.192982456140351,33.92,-117.53,2.335
6.155,16.0,6.998316498316498,0.9865319865319865,2036.0,3.4276094276094278,33.92,-117.58,2.464
5.3735,22.0,7.237569060773481,1.0939226519337018,1324.0,3.657458563535912,33.91,-117.57,2.146
7.8118,17.0,7.3478260869565215,1.0217391304347827,200.0,4.3478260869565215,33.93,-117.59,2.442
4.3723,19.0,5.956030150753769,1.0489949748743719,2903.0,3.6469849246231156,33.93,-117.5,1.356
3.2857,17.0,5.730769230769231,1.0897435897435896,3754.0,4.010683760683761,33.91,-117.49,1.391
2.9821,31.0,5.936619718309859,1.204225352112676,1504.0,3.5305164319248825,33.92,-117.5,1.156
4.55,28.0,6.037356321839081,0.9683908045977011,1061.0,3.0488505747126435,33.92,-117.5,1.468
4.9984,12.0,6.18805765271105,1.0199039121482498,4285.0,2.940974605353466,33.95,-117.51,1.691
3.6979,34.0,4.771341463414634,0.9024390243902439,1142.0,3.481707317073171,33.95,-117.46,0.996
4.1264,15.0,5.539007092198582,1.1072695035460993,3795.0,3.3643617021276597,33.95,-117.47,1.246
4.2985,12.0,5.720577617328519,1.0613718411552346,4861.0,3.5097472924187727,33.96,-117.5,1.392
4.8214,29.0,5.4186046511627906,0.8895348837209303,711.0,4.133720930232558,33.95,-117.5,1.434
1.7059,26.0,4.494565217391305,1.1231884057971016,2411.0,4.367753623188406,33.94,-117.46,0.858
3.0687,34.0,4.08029197080292,1.0145985401459854,532.0,3.883211678832117,33.94,-117.47,0.885
2.7813,19.0,4.545673076923077,1.1177884615384615,1693.0,4.069711538461538,33.94,-117.48,1.129
3.1985,29.0,5.078125,1.05,1046.0,3.26875,33.94,-117.48,1.173
4.0256,28.0,5.967880085653105,1.0492505353319057,1684.0,3.605995717344754,33.94,-117.49,1.271
3.0122,16.0,4.7981330221703615,1.0268378063010501,2821.0,3.29171528588098,33.93,-117.46,1.147
3.7431,19.0,6.240208877284595,1.1240208877284594,3043.0,3.9725848563968666,33.93,-117.46,1.328
3.5208,21.0,5.02112676056338,1.0,476.0,3.352112676056338,33.92,-117.46,1.211
3.4028,33.0,3.9106382978723406,0.8851063829787233,724.0,3.0808510638297872,33.93,-117.47,1.105
3.2311,34.0,5.281012658227848,1.0556962025316456,1501.0,3.8,33.94,-117.47,1.056
3.5227,35.0,5.612903225806452,1.053763440860215,1056.0,3.78494623655914,33.94,-117.46,1.054
2.6776,31.0,4.868888888888889,1.02,1564.0,3.4755555555555557,33.93,-117.48,1.22
3.6583,18.0,5.3292011019283745,1.0647382920110193,2500.0,3.443526170798898,33.92,-117.47,1.261
3.9522,26.0,5.32258064516129,1.032258064516129,2156.0,3.8637992831541217,33.93,-117.49,1.246
2.2241,21.0,5.218236173393124,1.1360239162929746,1920.0,2.8699551569506725,33.91,-117.47,1.273
3.3187,10.0,5.292391304347826,1.1576086956521738,4936.0,2.6826086956521737,33.9,-117.46,1.448
4.7295,14.0,5.60377358490566,0.969811320754717,6295.0,3.393530997304582,33.89,-117.48,1.499
3.6071,7.0,4.887774594078319,1.0687679083094557,5271.0,2.517191977077364,33.9,-117.49,1.591
4.2207,22.0,5.563944530046225,1.0261941448382126,1869.0,2.879815100154083,33.91,-117.48,1.411
6.8089,5.0,7.191666666666666,0.975,1109.0,3.0805555555555557,33.88,-117.44,3.341
4.0556,16.0,4.979779411764706,0.9237132352941176,2690.0,2.4724264705882355,33.89,-117.51,1.58
4.131,24.0,5.397163120567376,1.0673758865248226,2541.0,4.50531914893617,33.88,-117.51,1.238
2.5656,21.0,4.375757575757576,1.0787878787878789,770.0,4.666666666666667,33.88,-117.52,1.025
3.1312,22.0,4.575320512820513,1.0689102564102564,2453.0,3.9310897435897436,33.88,-117.53,0.91
5.0493,4.0,7.947058823529412,1.1964705882352942,2866.0,3.3717647058823528,33.87,-117.5,2.398
2.4861,36.0,4.655555555555556,1.1666666666666667,722.0,4.011111111111111,33.88,-117.56,0.962
2.3654,14.0,4.931623931623932,1.150997150997151,1269.0,3.6153846153846154,33.89,-117.58,1.079
2.2372,19.0,4.052459016393443,1.0131147540983607,2143.0,3.5131147540983605,33.88,-117.55,1.088
2.2197,33.0,4.325,1.0770833333333334,1374.0,2.8625,33.87,-117.57,1.382
2.0682,40.0,4.635658914728682,1.1395348837209303,1052.0,4.077519379844961,33.88,-117.56,1.13
2.316,35.0,4.100467289719626,1.0420560747663552,1453.0,3.3948598130841123,33.88,-117.57,1.194
2.3036,39.0,3.793296089385475,0.9162011173184358,769.0,4.29608938547486,33.88,-117.57,1.106
1.6875,42.0,4.322033898305085,0.9661016949152542,590.0,3.3333333333333335,33.87,-117.58,1.135
2.4387,7.0,4.088939566704675,1.0935005701254277,2695.0,3.072976054732041,33.88,-117.59,1.17
2.6111,13.0,3.984009840098401,1.044280442804428,2751.0,3.3837638376383765,33.88,-117.59,1.07
2.2969,16.0,4.140476190476191,1.138095238095238,1235.0,2.9404761904761907,33.88,-117.58,1.161
2.3333,37.0,4.6,1.1555555555555554,443.0,3.2814814814814817,33.87,-117.57,1.228
5.1929,27.0,6.424460431654676,1.0323741007194245,939.0,3.3776978417266186,33.87,-117.57,1.65
5.0464,17.0,6.0130151843817785,0.9739696312364425,1685.0,3.6550976138828633,33.87,-117.58,1.639
3.2917,30.0,5.608,1.048,356.0,2.848,33.87,-117.58,1.443
3.5313,34.0,5.7018867924528305,1.0264150943396226,773.0,2.9169811320754717,33.87,-117.58,1.421
4.8686,4.0,6.293711656441718,1.052914110429448,3887.0,2.980828220858896,33.85,-117.55,1.953
5.4788,28.0,7.782608695652174,1.1043478260869566,346.0,3.008695652173913,33.83,-117.56,3.393
5.2861,6.0,6.435957696827262,1.0340775558166861,8222.0,3.220524872698786,33.85,-117.58,1.951
4.125,6.0,7.214285714285714,1.0357142857142858,75.0,2.6785714285714284,33.82,-117.54,2.167
4.2386,6.0,7.723076923076923,1.1692307692307693,228.0,3.5076923076923077,33.83,-117.55,5.00001
5.3006,9.0,7.329596412556054,1.0706278026905829,2928.0,3.282511210762332,33.85,-117.6,2.214
5.2898,25.0,6.722007722007722,1.028957528957529,3240.0,3.1274131274131274,33.86,-117.56,1.771
3.9414,18.0,5.366754617414248,1.0448548812664908,4976.0,3.282321899736148,33.87,-117.55,1.371
5.536,13.0,6.119174942704355,1.0435446906035142,3920.0,2.9946524064171123,33.88,-117.64,2.048
4.2721,18.0,5.795148247978437,1.0467205750224617,3716.0,3.338724168912848,33.87,-117.6,1.503
5.195,23.0,6.182389937106918,0.9916142557651991,1671.0,3.50314465408805,33.86,-117.6,1.61
3.4419,15.0,5.389399293286219,1.1095406360424027,3823.0,2.701766784452297,33.87,-117.6,1.381
6.2308,2.0,8.801007556675064,1.3738035264483628,5964.0,3.0045340050377836,33.87,-117.64,2.579
3.55,20.0,4.777777777777778,1.0138888888888888,575.0,3.9930555555555554,33.84,-117.52,1.11
4.46,22.0,5.947890818858561,0.9925558312655087,1347.0,3.3424317617866004,33.83,-117.52,1.898
5.5362,7.0,7.067741935483871,1.0451612903225806,1156.0,3.729032258064516,33.83,-117.53,1.956
4.7965,5.0,5.84015984015984,1.033966033966034,3258.0,3.254745254745255,33.76,-117.54,1.608
5.1365,14.0,6.7549194991055455,1.037567084078712,1877.0,3.3577817531305905,33.82,-117.52,2.15
4.6875,15.0,7.479057591623037,1.1020942408376964,1361.0,3.56282722513089,33.88,-117.36,1.898
5.1512,2.0,8.834824501032347,1.2677219545767378,4636.0,3.1906400550584997,33.9,-117.33,1.878
5.363,17.0,7.29700272479564,1.0735694822888284,1225.0,3.337874659400545,33.89,-117.34,2.113
5.1624,12.0,7.22040072859745,0.9544626593806922,1707.0,3.109289617486339,33.89,-117.38,2.679
5.0346,10.0,7.106598984771574,1.0761421319796953,2573.0,3.265228426395939,33.88,-117.36,2.405
3.1103,16.0,5.421296296296297,1.087962962962963,659.0,3.050925925925926,33.86,-117.26,1.1
5.1045,14.0,7.395498392282958,1.0771704180064308,1001.0,3.2186495176848875,33.87,-117.33,1.613
2.9542,15.0,6.074581430745814,1.143074581430746,2317.0,3.5266362252663623,33.85,-117.3,1.279
2.3229,16.0,5.205357142857143,1.0446428571428572,2372.0,3.5297619047619047,33.85,-117.28,1.18
4.2273,13.0,7.205438066465256,1.0845921450151057,1985.0,2.998489425981873,33.81,-117.43,2.952
4.4875,8.0,6.087227414330218,1.02803738317757,973.0,3.0311526479750777,33.76,-117.4,2.491
5.4625,9.0,6.999071494893222,1.0445682451253482,3450.0,3.203342618384401,33.85,-117.4,2.236
2.7232,12.0,7.289308176100629,1.3144654088050314,523.0,3.289308176100629,33.84,-117.26,1.232
4.8125,15.0,6.164179104477612,1.0298507462686568,440.0,3.283582089552239,33.87,-117.32,1.739
2.5379,33.0,5.842677824267782,1.1472803347280334,5650.0,4.7280334728033475,33.89,-117.28,1.527
4.1883,15.0,5.341908713692946,1.0771784232365145,2805.0,2.327800829875519,33.96,-117.34,1.845
3.7585,19.0,5.112877583465819,1.0588235294117647,1363.0,2.166931637519873,33.96,-117.32,1.445
7.4141,20.0,7.712605042016807,0.9983193277310924,1660.0,2.7899159663865545,33.94,-117.34,2.365
5.5563,13.0,6.726190476190476,1.0161564625850341,3382.0,2.8758503401360542,33.94,-117.34,2.145
5.2713,7.0,6.8321167883211675,1.0894160583941606,4218.0,2.565693430656934,33.94,-117.31,2.165
1.9531,52.0,4.723333333333334,1.1766666666666667,881.0,2.9366666666666665,33.98,-117.33,1.625
1.625,8.0,7.6,0.95,1275.0,63.75,33.97,-117.33,1.625
3.175,27.0,4.791044776119403,0.9552238805970149,214.0,3.1940298507462686,34.0,-117.34,1.016
1.7579,10.0,3.7448006932409013,1.072790294627383,9851.0,2.1340987868284227,33.98,-117.34,1.034
4.711,27.0,6.535885167464115,1.0167464114832536,2400.0,2.8708133971291865,33.99,-117.32,1.335
3.4896,28.0,5.213414634146342,1.0533536585365855,1502.0,2.2896341463414633,33.97,-117.31,1.403
4.6667,4.0,6.892030848329049,1.1134777818582446,8805.0,3.2335659199412414,33.97,-117.29,1.606
2.725,23.0,5.633738601823708,1.168693009118541,1938.0,2.945288753799392,34.01,-117.35,0.953
2.275,28.0,4.218553459119497,1.1132075471698113,2047.0,3.2185534591194966,34.02,-117.34,0.854
4.4063,23.0,5.6679174484052535,0.9887429643527205,1580.0,2.9643527204502815,34.01,-117.32,1.299
4.7877,11.0,6.087396504139835,1.0285188592456302,3710.0,3.4130634774609017,33.95,-117.24,1.326
3.5851,7.0,5.414443988510464,1.1062782109150595,6763.0,2.775133360689372,33.94,-117.23,1.42
4.2775,5.0,6.007339449541284,1.0128440366972478,6780.0,3.110091743119266,33.95,-117.25,1.387
5.253,5.0,7.093508500772797,1.0517774343122102,4573.0,3.534003091190108,33.96,-117.23,1.633
5.2174,5.0,7.306956521739131,1.0782608695652174,3962.0,3.445217391304348,33.95,-117.21,1.555
6.3223,5.0,8.579225352112676,1.125,1947.0,3.4278169014084505,33.94,-117.14,2.232
5.6409,3.0,7.837745516652434,1.0832621690862512,8437.0,3.602476515798463,33.97,-117.21,1.977
1.3125,10.0,4.438356164383562,0.9680365296803652,773.0,3.529680365296804,33.94,-117.28,1.357
2.1574,35.0,4.7297650130548305,1.097911227154047,2721.0,3.552219321148825,33.92,-117.28,0.869
3.0907,13.0,5.743537414965987,1.1863945578231292,4885.0,3.32312925170068,33.92,-117.27,1.272
3.1042,2.0,6.877551020408164,1.1224489795918366,115.0,2.3469387755102042,33.93,-117.27,1.648
1.6111,15.0,4.252032520325203,1.146341463414634,1123.0,3.043360433604336,33.94,-117.24,1.139
3.2705,12.0,5.330082520630158,1.0855213803450863,4520.0,3.390847711927982,33.93,-117.24,1.132
4.2654,8.0,5.936582501467997,1.0340575455079273,5804.0,3.4081033470346447,33.93,-117.25,1.376
4.1482,7.0,5.674956622325043,1.1069982648930017,5595.0,3.2359745517640253,33.92,-117.25,1.246
4.0473,9.0,5.479078514339445,0.9873060648801129,7596.0,3.571227080394922,33.91,-117.23,1.272
4.1953,5.0,6.161695447409733,1.0627943485086342,6686.0,3.4986917844060703,33.89,-117.23,1.366
3.0789,8.0,4.6518375241779495,1.0386847195357833,1594.0,3.0831721470019344,33.94,-117.23,1.142
3.2148,14.0,5.251028806584362,1.0555555555555556,3513.0,3.6141975308641974,33.93,-117.22,1.17
4.0938,5.0,6.28125,1.0658482142857142,9509.0,3.5375744047619047,33.92,-117.22,1.309
5.0223,4.0,7.159627773801002,1.050823192555476,5439.0,3.893342877594846,33.93,-117.21,1.526
4.7568,12.0,6.446215139442231,1.0,1610.0,3.2071713147410357,33.92,-117.16,1.435
