MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
3.3214,42.0,4.454828660436137,1.0529595015576323,1269.0,3.953271028037383,33.96,-118.04,1.488
2.9714,37.0,4.071428571428571,1.0124223602484472,2778.0,4.313664596273292,33.96,-118.05,1.603
3.0491,34.0,4.498721227621483,1.10230179028133,1282.0,3.278772378516624,33.97,-118.04,1.582
4.0379,34.0,5.275862068965517,0.9605911330049262,1305.0,3.2142857142857144,33.98,-118.05,1.728
3.6,36.0,4.240713224368499,1.0222882615156017,2816.0,4.184249628528975,33.97,-118.05,1.54
4.3203,37.0,5.140625,0.9625,1077.0,3.365625,33.97,-118.06,1.592
3.2093,32.0,4.788405797101449,1.0347826086956522,2032.0,2.944927536231884,33.98,-118.07,1.678
3.9688,41.0,5.259786476868327,0.9715302491103203,916.0,3.2597864768683276,33.98,-118.07,1.698
3.9612,39.0,5.3042071197411005,0.970873786407767,988.0,3.197411003236246,33.97,-118.06,1.758
3.1554,36.0,5.735562310030395,1.1246200607902737,1006.0,3.0577507598784193,33.97,-118.07,1.707
4.2,38.0,5.316062176165803,0.9844559585492227,789.0,4.0880829015544045,33.97,-118.08,1.632
2.4607,32.0,4.287515762925599,1.0416141235813368,3017.0,3.8045397225725095,33.97,-118.07,1.556
2.6991,30.0,4.336448598130841,1.074766355140187,913.0,4.266355140186916,33.96,-118.07,1.471
4.8929,36.0,5.0,1.0790513833992095,1052.0,4.158102766798419,33.97,-118.07,1.562
3.9773,36.0,5.242718446601942,0.9644012944983819,1258.0,4.0711974110032365,33.97,-118.08,1.667
4.6333,35.0,5.729166666666667,1.0763888888888888,590.0,4.097222222222222,33.97,-118.08,1.612
3.5481,36.0,4.767045454545454,0.9176136363636364,1380.0,3.9204545454545454,33.97,-118.08,1.633
3.6875,39.0,4.436018957345971,0.919431279620853,691.0,3.2748815165876777,33.98,-118.09,1.695
4.1389,39.0,5.010204081632653,1.010204081632653,1108.0,3.7687074829931975,33.97,-118.09,1.66
3.7326,35.0,5.425661914460285,1.1018329938900204,2033.0,4.1405295315682284,33.97,-118.09,1.643
2.9922,35.0,4.719844357976654,1.0291828793774318,2010.0,3.9105058365758754,33.97,-118.1,1.635
3.4083,34.0,4.7282229965156795,1.0801393728222997,1042.0,3.6306620209059233,33.98,-118.1,1.567
3.1607,37.0,4.523985239852398,0.940959409594096,1068.0,3.940959409594096,33.98,-118.09,1.722
3.5268,33.0,4.022964509394572,1.0062630480167014,1623.0,3.3883089770354906,33.98,-118.1,1.52
3.6397,33.0,4.464285714285714,1.050420168067227,1672.0,3.5126050420168067,33.97,-118.11,1.666
